image_path,question,answer
9a/9a20ba45.jpg,What is the serving size?,3
9a/9a20ba45.jpg,"According to the nutrition information, what is the quantity of Fat per serving?",Zero
9a/9a20d49e.jpg,What is the primary color of the rug's geometric pattern?,Blue
9a/9a20e1c4.jpg,What is the first ingredient listed?,Aqua
9a/9a20e1c4.jpg,What ingredient is partially shown on the second line?,Hydroxide
9a/9a20eec2.jpg,What color is the cat tree?,Brown
9a/9a20eec2.jpg,What is the shape of the climbing assistance structures between the bottom and top platforms?,Cylindrical
9a/9a20fc7a.jpg,What is on the back?,Triangles
9a/9a20fc7a.jpg,"How many camera lenses does the phone have, as visible in the image?",Two
9a/9a20fd2b.jpg,What color are the earrings?,Black
9a/9a20fd2b.jpg,What geometric shape primarily constitutes the dangle of the earrings?,Circle
9a/9a2135ba.jpg,What color is the cabinet?,White
9a/9a2135ba.jpg,"According to the provided data, what material is used to construct the hardware handle?",Zinc-alloy
9a/9a213c40.jpg,What color are these sandals?,Brown
9a/9a213c40.jpg,What is the shape of the heel shown on the sandal?,Cone
9a/9a213fcf.jpg,What shape is the design?,Wheel
9a/9a213fcf.jpg,"On the wheel's hub, how many visible spokes lead to each triangle?",Three
9a/9a214e42.jpg,What is the item's color?,Others
9a/9a214e42.jpg,What color is the transition from top to bottom of the case?,Black
9a/9a215d63.jpg,What color is the sound bar?,Black
9a/9a215d63.jpg,What is the model number of the sound bar?,SB20
9a/9a2163c6.jpg,What is a main ingredient?,Water
9a/9a2163c6.jpg,Which ingredient is listed as “BICARBONATE”?,Potassium
9a/9a21812a.jpg,What is the case made of?,Wood
9a/9a21812a.jpg,How many letters in total make up the phrase that's printed on the phone case?,Eight
9a/9a21a9bd.jpg,What time is on the phone?,8:16
9a/9a21a9bd.jpg,What time is displayed on the mobile phone?,8:16
9a/9a21be94.jpg,Is the clock round?,Yes
9a/9a21be94.jpg,What is the colour of the shorter hand of the clock?,Black
9a/9a226acb.jpg,What is the item's color?,Silver
9a/9a226acb.jpg,What character is formed by the V-shaped metal support?,Lambda
9a/9a22772a.jpg,What is the main color of the mask?,Yellow
9a/9a22772a.jpg,What kind of face is depicted on the phone case?,Guy
9a/9a22bb3b.jpg,What color are the eyes?,Blue
9a/9a22bb3b.jpg,What is the shape of the pattern printed on the pendant around the singer's neck?,Heart
9a/9a22eba1.jpg,What color are her pants?,Blue
9a/9a22eba1.jpg,What pattern are the shoes in the image?,Leopard
9a/9a22ffa2.jpg,What color is the dress?,Red
9a/9a22ffa2.jpg,What is the color of the bottom horizontal design?,Black
9a/9a2316da.jpg,What color is the back?,Yellow
9a/9a2316da.jpg,What color is more dominant on the left side of the mobile cover's back?,Yellow
9a/9a2344cd.jpg,What is the background color?,Black
9a/9a2344cd.jpg,"What material is the word ""Girl"" printed with?",Glitter
9a/9a236345.jpg,What kind of insect is on the phone?,Butterfly
9a/9a236345.jpg,What is the primary color of the butterfly located nearest to the top-center of the phone case?,Pink
9a/9a238e80.jpg,What kind of product is this?,Case
9a/9a238e80.jpg,What color is the triangle directly behind the top of the Eiffel tower?,Orange
9a/9a23924a.jpg,What color is the trim?,White
9a/9a23924a.jpg,What color is the trim around the blue fabric?,White
9a/9a23c684.jpg,What color is the shoe?,Brown
9a/9a23c684.jpg,What is the material used for the shoe laces?,Lace
9a/9a23d96c.jpg,What color is the bedspread?,Champagne
9a/9a23d96c.jpg,What shape is featured on the headboard?,Trapezoid
9a/9a2444d9.jpg,What is the color of the chair?,Beige
9a/9a2444d9.jpg,"What is the shape of the object on the floor, left of the chair?",Foot
9a/9a244f26.jpg,What color is the chair?,Brown
9a/9a244f26.jpg,How many street names are shown on the poster?,Seven
9a/9a245bac.jpg,What is the material of the frame?,Glass
9a/9a245bac.jpg,"Considering the material of the frame, what substance primarily constitutes its composition?",Glass
9a/9a248bb7.jpg,What color is the floral design?,White
9a/9a248bb7.jpg,What is the dominant color of the floral pattern?,White
9a/9a24aea3.jpg,What color are the bottles?,Pink
9a/9a24aea3.jpg,Which brand can be found on the bottles' label?,Solimo
9a/9a24b555.jpg,What is the color of the sole?,Beige
9a/9a24b555.jpg,What's the number in the heel of the shoe?,206
9a/9a24b581.jpg,What shape is the ottoman?,Round
9a/9a24b581.jpg,What is used to accent the edge of the bottom of the ottoman?,Nailheads
9a/9a24be3f.jpg,What is the color of the tree?,Black
9a/9a24be3f.jpg,What object is at the bottom of the phone cover?,Speaker
9a/9a24d901.jpg,What color is the cable?,White
9a/9a24d901.jpg,What color is the item clipped around the Lightning cable?,Silver
9a/9a251462.jpg,What color is the case?,Multicolor
9a/9a251462.jpg,What color is prominently featured immediately left of the camera cutout?,White
9a/9a252677.jpg,What is inside the glass?,Bulb
9a/9a252677.jpg,What is the dominant color of the metal hardware?,Black
9a/9a252798.jpg,What animal is this?,Lion
9a/9a252798.jpg,"What is the approximate width, in millimeters, of the lion toy?",150
9a/9a255ffe.jpg,Are there water drops?,Yes
9a/9a255ffe.jpg,What shape are the droplets on the case?,Oval
9a/9a257f52.jpg,What is the color of the headphones?,Blue
9a/9a257f52.jpg,What color are the headphones printed on the phone case?,Turquoise
9a/9a2581e1.jpg,What is the item?,Necklace
9a/9a2581e1.jpg,What kind of clasp is used to adjust the length of this necklace?,Adjuster
9a/9a259bf1.jpg,What color is the background?,Black
9a/9a259bf1.jpg,What color is the button on the right side case?,Blue
9a/9a25a497.jpg,What color is the stool?,Brown
9a/9a25a497.jpg,What is the color of the accents on the wooden legs?,Gold
9a/9a25e478.jpg,What color is the object?,White
9a/9a25e478.jpg,How many screws are visible on the bottom side of the power strip?,Eight
9a/9a25f3b6.jpg,What color are the shoes?,Black
9a/9a25f3b6.jpg,What is the color of the insole?,Pink
9a/9a262e0f.jpg,What is the main color of the phone case?,Purple
9a/9a262e0f.jpg,What side of the camera is the flash?,Right
9a/9a2637d8.jpg,What color is the shoe?,Silver
9a/9a2637d8.jpg,How many metallic sections are seen on the heel?,Three
9a/9a266335.jpg,What is the liquid's color?,Yellow
9a/9a266335.jpg,What color is the floor depicted in the central product label?,Orange
9a/9a267742.jpg,What are the light bulbs made of?,Glass
9a/9a267742.jpg,How many pins are seen on the ends of each light?,Two
9a/9a269d60.jpg,What is the color of the flowers?,Pink
9a/9a269d60.jpg,How many flowers are fully visible with petals open?,Two
9a/9a26a5ac.jpg,How many bulbs are there?,Two
9a/9a26a5ac.jpg,What color are the simulation flame bulbs?,White
9a/9a26bdf9.jpg,Is it a couch?,Yes
9a/9a26bdf9.jpg,What is the sofa's upholstery material?,Leather
9a/9a272584.jpg,What color is the stone in the middle?,Pink
9a/9a272584.jpg,What is the shape of the birthstone?,Oval
9a/9a272f92.jpg,What is being cooked?,Meat
9a/9a272f92.jpg,What is the general shape of the grill dome's vent?,Circular
9a/9a273c17.jpg,What is the color of the slices?,Orange
9a/9a273c17.jpg,How many segments are clearly visible on the topmost citrus?,Twelve
9a/9a275e3e.jpg,What animal is on the case?,Dog
9a/9a275e3e.jpg,Which animal features the most prominent on the phone cover?,Dog
9a/9a278501.jpg,What color is the top of the case?,Blue
9a/9a278501.jpg,What is the color of the uppermost wooden plank?,Blue
9a/9a2791d8.jpg,What color are the stripes?,White
9a/9a2791d8.jpg,How many camera lenses does the phone case reveal?,Two
9a/9a279de1.jpg,What color is the base?,Black
9a/9a279de1.jpg,"Considering its four-legged design, what shape does the base most resemble?",Tripod
9a/9a27cf20.jpg,What degree is labeled?,180
9a/9a27cf20.jpg,What kind of system is described under the bottom left monitor?,Hovering
9a/9a27e22e.jpg,What color is the phone?,Pink
9a/9a27e22e.jpg,What word appears on the book held by the figure?,BITCH
9a/9a286d4b.jpg,Is there water coming out?,Yes
9a/9a286d4b.jpg,What material is the showerhead made of according to the metadata?,Plastic
9a/9a288e27.jpg,What color is the background?,Pink
9a/9a288e27.jpg,What color is the ribbon on the wrapped gift?,Purple
9a/9a2891f7.jpg,What color is this?,Yellow
9a/9a2891f7.jpg,What shape are the openings on the back cover?,Oval
9a/9a28a068.jpg,What color is the case?,Black
9a/9a28a068.jpg,What color is the small square above the camera?,Blue
9a/9a28b399.jpg,How many giraffes are there?,Two
9a/9a28b399.jpg,What is the predominant color around the solar disk in the background?,Orange
9a/9a290e95.jpg,What color is the pad?,Red
9a/9a290e95.jpg,What is the color of the barbell squat pad?,Red
9a/9a2930e3.jpg,What are the calories?,120
9a/9a2930e3.jpg,How many milligrams of sodium per serving?,140mg
9a/9a293236.jpg,What animal is pictured?,Panda
9a/9a293236.jpg,How many camera lens holes are visible near the top left corner of the case?,Three
9a/9a295d29.jpg,Is the container silver?,Yes
9a/9a295d29.jpg,What material are the reinforced edges of the pan made from?,Steel
9a/9a2966ff.jpg,What is included with the wallet?,Box
9a/9a2966ff.jpg,What is the first word under the large cream box?,Clifton
9a/9a297769.jpg,What color is the chair?,Black
9a/9a297769.jpg,What shape is the lampshade on the table?,Square
9a/9a2aad22.jpg,What color is the shoe?,Black
9a/9a2aad22.jpg,What is the length of the warranty period?,Ninety
9a/9a2ab1e0.jpg,What is the color of the pan?,Silver
9a/9a2ab1e0.jpg,What material are the small protrusions that help support the handle made of?,Stainless
9a/9a2ad904.jpg,What is the crate made of?,Metal
9a/9a2ad904.jpg,What provides the additional security for the crate door?,Latches
9a/9a2b0c4c.jpg,What color is the water?,Blue
9a/9a2b0c4c.jpg,What liquid is featured in the middle of the cell phone case?,Water
9a/9a2b22c2.jpg,What size is 16 to 20 inches?,Large
9a/9a2b22c2.jpg,A knee circumference of 35cm would indicate a size of what?,Medium
9a/9a2b6453.jpg,What color is the phone cover?,Multicolor
9a/9a2b6453.jpg,What is the dominant color in the bottom-center of the case?,Blue
9a/9a2b7a52.jpg,What color is the background?,Black
9a/9a2b7bf5.jpg,What is the main color?,Green
9a/9a2b7bf5.jpg,What is the colour of the topmost leaf's drip drops?,Colorless
9a/9a969676.jpg,What color is the shade?,Red
9a/9a969676.jpg,What color is the shade of the shown Stone & Beam lamp?,Red
9a/9a96ded5.jpg,What should you use to rub the painting brush?,Fingertips
9a/9a96ded5.jpg,According to the fourth picture how long do you soak it?,Minutes
9a/9a96ffe3.jpg,What color is the bag?,Gray
9a/9a96ffe3.jpg,What is the material of the included rain cover?,Unknown
9a/9a974daa.jpg,What color is the cover?,Transparent
9a/9a974daa.jpg,What shape is the cut out in the lower case for the camera lens?,Rounded
9a/9a977814.jpg,What color is the phone case?,Yellow
9a/9a977814.jpg,What color are the leaves near the base of the anime girl's hair?,Green
9a/9a9869e2.jpg,What color is the dog?,White
9a/9a9869e2.jpg,What is the color of the grass depicted on the back of the case?,Green
9a/9a988562.jpg,What color is the shoe?,Blue
9a/9a988562.jpg,What word is featured on the padding of this shoe?,Essentials
9a/9a988ced.jpg,What color is the filament?,Blue
9a/9a988ced.jpg,What specific material is the blue filament composed of?,PETG
9a/9a98c36a.jpg,Is this a croissant?,Yes
9a/9a98c36a.jpg,What is the most apparent color of the flaky layers?,Golden
9a/9a98c48f.jpg,What color is the shoe?,Red
9a/9a98c48f.jpg,What color is the branding logo located on the tongue of the shoe?,Blue
9a/9a98ef56.jpg,What color is the outlet?,White
9a/9a98ef56.jpg,How many prongs are visible on the lower electrical connector?,Three
9a/9a9928b4.jpg,What color is the lantern?,Blue
9a/9a9928b4.jpg,What is the specific name of the color for this diffuser?,Midnight
9a/9a9931ac.jpg,What color is the luggage?,Red
9a/9a9931ac.jpg,What type of handle is used for pulling?,Telescopic
9a/9a994e02.jpg,What color is the cap?,Black
9a/9a994e02.jpg,What organism's shell is displayed prominently?,Ammonite
9a/9a99ea33.jpg,What color is the liquid?,Yellow
9a/9a99ea33.jpg,What type of fuel lubricates because of the visible fluid?,Motor
9a/9a99fcbd.jpg,What color is the sheet?,Blue
9a/9a99fcbd.jpg,What is the shade of the fabric's heather color?,Chambray
9a/9a9a03ab.jpg,What color are the sneakers?,Navy
9a/9a9a03ab.jpg,What is the closure type of the shoe?,Lace-up
9a/9a9a1bf0.jpg,What color are the pants?,White
9a/9a9a1bf0.jpg,What shape best describes the toe of the shoes?,Round
9a/9a9a627c.jpg,What color is the hanger?,Black
9a/9a9a627c.jpg,What is the texture of the material coating the hanger's main body?,Velvet
9a/9a9a914f.jpg,What fruit is on the label?,Mango
9a/9a9a914f.jpg,What is the stage number of this jarred product?,Two
9a/9a9ab220.jpg,What is the brand name?,Vedaka
9a/9a9ab220.jpg,What color is the letter 'd' in the brand logo?,Yellow
9a/9a9ae0f5.jpg,What shape is in the center?,Heart
9a/9a9ae0f5.jpg,What brand is the phone model associated with the phone cover?,Motorola
9a/9a9b3179.jpg,What color is the bottom?,Blue
9a/9a9b3179.jpg,What is the sole's primary shade?,Blue
9a/9a9b7cd4.jpg,What color is the door handle?,Bronze
9a/9a9b7cd4.jpg,What material is the strike plate made of?,Metal
9a/9a9b9554.jpg,What animal is on the case?,Peacock
9a/9a9b9554.jpg,How many eyespots are clearly visible on the peacock's display?,Thirty
9a/9a9b9aca.jpg,What color is the jacket?,Blue
9a/9a9b9aca.jpg,What word is vertically aligned on the jacket?,Solmo
9a/9a9bcf97.jpg,What is the color of the cabinet?,White
9a/9a9bcf97.jpg,What is the hue saturation value (HSV) of the cabinet?,White
9a/9a9c3311.jpg,What animal is pictured?,Duck
9a/9a9c3311.jpg,What color is the band on the duck's head?,Red
9a/9a9c869d.jpg,What color is the frame?,Gold
9a/9a9c869d.jpg,What is the color of the hardware holding the mirror?,Gold
9a/9a9c8c50.jpg,What color are the shoes?,Grey
9a/9a9c8c50.jpg,What is the color of the sole's bottom?,Pink
9a/9a9cb092.jpg,What color is the phone case?,Multicolored
9a/9a9cb092.jpg,What is the primary color visible next to the camera lens?,Blue
9a/9a9cbab9.jpg,Is this a vegan product?,Yes
9a/9a9cbab9.jpg,What is certified in the upper-right corner?,Vegan
9a/9a9cdcfb.jpg,What color is the bed?,Blue
9a/9a9cdcfb.jpg,What shape are the objects on the white blanket?,Circular
9a/9a9d1b97.jpg,What color is the cushion?,Brown
9a/9a9d1b97.jpg,What material are the legs made of?,Brass
9a/9a9d5114.jpg,What color is the bulb?,White
9a/9a9d5114.jpg,What is the approximate angular measure of the bend in the golden rod?,Ninety
9a/9a9d81c7.jpg,What color is the top of the object?,White
9a/9a9d81c7.jpg,Which material composes the lower portion of the diffuser?,Wood
9a/9a9d94c4.jpg,What color is the top?,White
9a/9a9d94c4.jpg,How many buttons are visible on the wooden-look base?,Two
9a/9a9de694.jpg,What is the color of the wardrobe?,Brown
9a/9a9de694.jpg,What shape are the handles on the wardrobe?,Circular
9a/9a9e01df.jpg,What color is the phone case?,Black
9a/9a9e01df.jpg,What is the color of the accents around the camera lens?,Teal
9a/9a9e04b2.jpg,What is the color?,Wenge
9a/9a9e04b2.jpg,What is the thickness of the MDF board in millimeters?,Eighteen
9a/9a9e1ad7.jpg,What color is the page?,Black
9a/9a9e1ad7.jpg,What shape are the binder rings in the photo?,Circular
9a/9a9e707e.jpg,How many labels per sheet?,12
9a/9a9e707e.jpg,How many labels are on each sheet depicted?,Twelve
9a/9a9eaafb.jpg,Is the bed blue?,Yes
9a/9a9eaafb.jpg,What closure type is visible on the pet bed?,Zipper
9a/9a9eb32a.jpg,What type of liquid is this?,Soap
9a/9a9eb32a.jpg,What shape is the gluten-free certification in the image?,Circle
9a/9a9ec67c.jpg,What color is the mat?,Blue
9a/9a9ec67c.jpg,What is the repeating shape on the dog's mat?,Stars
9a/9a9ed35f.jpg,What color is the bag?,White
9a/9a9ed35f.jpg,What type of closure does the object have?,Drawstring
9a/9a9ed7ee.jpg,What type of capsules are these?,Fish
9a/9a9ed7ee.jpg,What number of capsules does the Spanish text on the image say?,Noventa
9a/9a9ee355.jpg,What word is written on the phone case?,Queen
9a/9a9ee355.jpg,What is the color of the circles on the crown?,Pink
9a/9a9f20ac.jpg,What is the color of the stool?,Brown
9a/9a9f20ac.jpg,What is the material of the rungs connecting the legs?,Oak
9a/9a9f3e1a.jpg,What is the color of the fruit?,Orange
9a/9a9f3e1a.jpg,What geometric shape is the camera bump?,Square
9a/9a9f5a5c.jpg,What is the brand?,Flavia
9a/9a9f5a5c.jpg,What word is written on the upper center of the bag?,FLAVIA
9a/9a9f6eb8.jpg,What color is the rug?,Grey
9a/9a9f6eb8.jpg,"According to the provided metadata, what percentage of the rug is composed of jute?",Seventeen
9a/9a9f8e8e.jpg,How many calories are in one serving?,10
9a/9a9f8e8e.jpg,What calorie diet are the percent daily values based on?,2000
9a/9a9fa2b5.jpg,What color are the shoes?,Black
9a/9a9fa2b5.jpg,What is the color of the sneaker's sole?,White
9a/9a9feb2d.jpg,What brand is this?,Amazonbasics
9a/9a9feb2d.jpg,"According to the instructions printed on the paper insert, what version should you download if you need a firmware update?",latest
9a/9a9ff7cf.jpg,What color is the clip?,Black
9a/9a9ff7cf.jpg,What type of mechanical device is visible within the clip?,Springs
9a/9aa0768f.jpg,What color is the bottom?,Red
9a/9aa0768f.jpg,What color is found on the bottom of the bag?,Red
9a/9aa0a720.jpg,What color is this storage cube?,Black
9a/9aa0a720.jpg,What is the color of the material trimming the handle?,Beige
9a/9aa0abee.jpg,What color is the envelope?,White
9a/9aa0abee.jpg,What pattern does the security tint inside the envelope have?,Diamond
9a/9aa0b010.jpg,What color is the foam?,White
9a/9aa0b010.jpg,What material is used to provide a comfortable grip on the scraper?,Foam
9a/9aa0c47b.jpg,What is the color of the light?,Bronze
9a/9aa0c47b.jpg,Which glass shade directly faces away from where the chain connects with the fixture?,Middle
9a/9aa0fbb2.jpg,What is the color of these containers?,Clear
9a/9aa0fbb2.jpg,How many containers are fully visible in the stack?,Two
9a/9aa10811.jpg,What color is the shoe?,Pink
9a/9aa10811.jpg,To what level does the boot's inner zipper extend?,Ankle
9a/9aa11e73.jpg,What color are the flowers?,Purple
9a/9aa11e73.jpg,How many butterflies are depicted on the vase?,Two
9a/9aa12c2a.jpg,What is the color of the object?,Multicolor
9a/9aa12c2a.jpg,What is the color of the camera button on the top left?,Turquoise
9a/9aa12d4c.jpg,What is the brand name?,Happy
9a/9aa12d4c.jpg,What is the amount of 'salt' shown in the nutrition label?,0.00g
9a/9aa14be9.jpg,What color is the phone case?,Multicolored
9a/9aa14be9.jpg,What is the predominant color of the paint stroke to the right of the central red patch?,Blue
9a/9aa17cf3.jpg,What color are the stripes?,Green
9a/9aa17cf3.jpg,What is the darker shade on the striped rug?,Green
9a/9aa1c469.jpg,What color is the slow cooker?,Red
9a/9aa1c469.jpg,What is the color of the dial below the trademark?,Black
9a/9aa1fa88.jpg,What liquid is inside?,Water
9a/9aa1fa88.jpg,What is the general shape of the clear container holding the water?,Cylindrical
9a/9aa20f15.jpg,What color is the cap?,Black
9a/9aa20f15.jpg,What word describes the feeling associated with the Whole Foods brand essential oil?,Cheering
9a/9aa25305.jpg,What color is the booth?,Red
9a/9aa25305.jpg,"In the image on the left, what color is the telephone booth?",Red
9a/9aa2f87a.jpg,What is the polenta's color?,Yellow
9a/9aa2f87a.jpg,"What word follows ""cooked"" in the note section?",timing
9a/9aa31861.jpg,What color is the paint?,Blue
9a/9aa31861.jpg,What color borders the bottom left white brushstroke?,Black
9a/9aa31e34.jpg,What color is visible?,Blue
9a/9aa31e34.jpg,What color is the largest rectangle on the case?,Orange
9a/9aa33cdb.jpg,What color is the bag?,Gray
9a/9aa33cdb.jpg,What is the color of the bottom trim?,Black
9a/9aa3821a.jpg,What color is the shoe?,Navy
9a/9aa3821a.jpg,What shape is the toe of the shoe?,Round
9a/9aa3b590.jpg,What color is the candle?,Red
9a/9aa3b590.jpg,What shape is the body of the lit candle?,Square
9a/9aa3ed67.jpg,What color are the shoes?,Blue
9a/9aa3ed67.jpg,What closure type does the shoe have?,Lace-Up
9a/9aa460d4.jpg,What is the color of the circle?,Red
9a/9aa460d4.jpg,How many red circular features does this phone case have?,Two
9a/9aa464f0.jpg,What word is shown in red?,Kiss
9a/9aa464f0.jpg,How many times does the letter 'S' appear on the lower half?,Two
9a/9aa48fbe.jpg,What is the color of the phone case?,Black
9a/9aa48fbe.jpg,What shape can be seen near the top of the couple design?,Circle
9a/9aa49b50.jpg,What color is the case?,Blue
9a/9aa49b50.jpg,"What is the general pattern covering the phone case, not color?",Feather
9a/9aa4ee06.jpg,What type of case is this?,Back
9a/9aa4ee06.jpg,What color is the bow on the girl's hair?,Red
9a/9aa5bfbf.jpg,What color are the leaves?,Green
9a/9aa5bfbf.jpg,What flower is present in the mobile cover?,Hydrangea
9a/9aa5f587.jpg,What is the flavor of the sparkling water?,Lemon
9a/9aa5f587.jpg,"What word is between ""Lemon"" and ""Sparkling"" on the label?",Italian
9a/9aa5fd84.jpg,What is on the back of the case?,Forest
9a/9aa5fd84.jpg,What word is printed on the bottom half of the phone case?,Explor
9a/9aa61bae.jpg,What is the color of the light?,Bronze
9a/9aa61bae.jpg,What is the geometric shape of the metal cage of the light?,Circular
9a/9aa6528d.jpg,Does the product contain wheat?,Yes
9a/9aa6528d.jpg,"Which ingredient is in the parentheses following the term ""BUTTER""?",Cream
9a/9aa664a8.jpg,What is the subject of the image?,Dandelion
9a/9aa664a8.jpg,What is the action the airborne seed is exhibiting?,Breezing
9a/9aa6711c.jpg,What letter is on the case?,C
9a/9aa6711c.jpg,What letter is displayed in the center of the jeans?,C
9a/9aa68124.jpg,What color is the table?,Walnut
9a/9aa68124.jpg,What is the color of the slender supports on the bottom shelf?,Black
9a/9aa6af17.jpg,What kind of beans are these?,Pinto
9a/9aa6af17.jpg,"According to the ingredients, what helps maintain firmness?",Chloride
9a/9aa7745d.jpg,What color is the headboard?,Beige
9a/9aa7745d.jpg,What is the color of the exposed bottom piece?,Beige
9a/9aa7aa39.jpg,What is the color of the case?,Multicolor
9a/9aa7aa39.jpg,What material is used for the designer canvas on the back of the phone case?,Canvas
9a/9aa7b484.jpg,What color are the shelves?,Black
9a/9aa7b484.jpg,How many shelves are in this closet organizer?,Four
9a/9aa7b519.jpg,What color is the phone case?,Pink
9a/9aa7b519.jpg,"How many large, solid black circular patterns are visible on the phone case?",Two
9a/9aa7fa79.jpg,What color is the flower?,Pink
9a/9aa7fa79.jpg,What is the primary color of the camera lens?,Blue
9a/9aa80a08.jpg,What word is partially visible on the right side?,Wellness
9a/9aa80a08.jpg,"According to the container, what content is third party certified?",Recycled
9a/9aa80d92.jpg,What are these?,Towels
9a/9aa80d92.jpg,Which color best describes the towels based on their appearance?,Gray
9a/9aa815de.jpg,What is smoked?,Paprika
9a/9aa815de.jpg,"Apart from the ingredient, what other food items are processed in the facility?",Nuts
9a/9aa82056.jpg,What color are the handles?,Silver
9a/9aa82056.jpg,What tool is lying between the two black tubes?,Wrench
9a/9aa82f34.jpg,What letter is visible?,K
9a/9aa82f34.jpg,What is the color of the heart encompassing the letter K?,Yellow
9a/9aa8430d.jpg,What is in the bottle?,Milk
9a/9aa8430d.jpg,What is the color of the bottle's lid?,Blue
9a/9aa8721d.jpg,What color is the bench?,Brown
9a/9aa8721d.jpg,"From the back view, how many vertical slats can be seen above the horizontal seat?",Twelve
9a/9aa8f017.jpg,What color is the disk?,Black
9a/9aa8f017.jpg,"Looking at section 3, what shape are the protrusions?",Circular
9a/9aa8ffdf.jpg,What is the product?,Raisins
9a/9aa8ffdf.jpg,What word is in the center of the green circle?,Bio
9a/9aa9526d.jpg,What color is the bag?,Terracotta
9a/9aa9526d.jpg,What color is the metal trim of this terracotta bag?,Gold
9a/9aa95d1a.jpg,What color is the backpack?,Black
9a/9aa95d1a.jpg,What type of fastener is being used to secure the top pocket on the backpack?,Buckle
9a/9aa9ab93.jpg,What color are the sandals?,Brown
9a/9aa9ab93.jpg,What is the heel shape of the sandals?,Block
9a/9aa9c65f.jpg,What color is the device?,Black
9a/9aa9c65f.jpg,What type of power cord does this device have?,AC
9a/9aaa12eb.jpg,What is the background color?,Yellow
9a/9aaa12eb.jpg,What word represents the characteristic implied by the curved arrows?,Reversible
9a/9aaa2bb4.jpg,What color are the shoes?,Black
9a/9aaa2bb4.jpg,What pattern is found on the insole of the closer shoe?,Stripes
9a/9aaa4f6d.jpg,What object is pictured?,Phone
9a/9aaa4f6d.jpg,"Based on the half moon view on the back of the phone, what type of phase would you classify the moon as?",Waxing
9a/9aaa570a.jpg,What is the color of the lid?,White
9a/9aaa570a.jpg,What is the product of China listed under?,Organic
9a/9aaa97b3.jpg,What color are the cans?,Red
9a/9aaa97b3.jpg,Which word describes the drink's sugar content on the can?,Zero
9a/9aaac8d0.jpg,What color is the chair?,Gray
9a/9aaac8d0.jpg,What geometric figure resembles the shade sitting atop the table lamp?,Cylinder
9a/9aaacfb9.jpg,What is the color of the curtain?,Grey
9a/9aaacfb9.jpg,What is the number of eyelets present in each of the curtains?,Eight
9a/9aaaf594.jpg,What animal is on the phone?,Puppy
9a/9aaaf594.jpg,What is the approximate angle (in degrees) between the ground and the nose of the puppy?,Forty
9a/9aab7db2.jpg,What color are the shoes?,Gold
9a/9aab7db2.jpg,What is the configuration of the ankle support?,Buckled
9a/9aaba888.jpg,What color is the chair?,Black
9a/9aaba888.jpg,What is the material of the five-point base?,Aluminum
9a/9aabd483.jpg,What is the color of the packaging?,Green
9a/9aabd483.jpg,How many bags are included in the Wag pet product?,Threehundred
9a/9aabfb9b.jpg,What is the table made of?,Pine
9a/9aabfb9b.jpg,What type of wood is the table top made of?,Pine
9a/9aabfd54.jpg,What color is the bag?,Black
9a/9aabfd54.jpg,What is the color of the loop attachment for the shoulder strap?,Silver
9a/9aac22bf.jpg,What is the color of the clouds?,Purple
9a/9aac22bf.jpg,What is the primary color in the sky above the tree?,Purple
9a/9aac2742.jpg,What color are the boots?,Blue
9a/9aac2742.jpg,What is the texture of the upper material?,Suede
9a/9aac3613.jpg,What is the color?,Black
9a/9aac3613.jpg,What shape is cut out of the top of the mirror?,Circle
9a/9aac3d06.jpg,What shape is in the circle?,Cross
9a/9aac3d06.jpg,What is the color of the symbol inside the circle?,Blue
9a/9aac7a9c.jpg,What color is the bench?,Brown
9a/9aac7a9c.jpg,How many visible buttons are there on top?,Eight
9a/9aacaa1c.jpg,What type of glasses are shown?,Sunglasses
9a/9aacaa1c.jpg,What color are the rims of the glasses on the phone case?,Purple
9a/9aacbf5c.jpg,What color is the object?,Nickel
9a/9aacbf5c.jpg,What is the shape of the recessed indentation on the hardware?,Rectangle
9a/9aacc050.jpg,What is the object made of?,Wood
9a/9aacc050.jpg,What type of wood is this table made from?,Beech
9a/9aacd363.jpg,What color are the zig zags?,Gold
9a/9aacd363.jpg,How many zigzags are partially shown in the picture?,Nine
9a/9aacd6ac.jpg,What color is the knob?,Black
9a/9aacd6ac.jpg,"The ""KW1"" keyway is part of what?",Keys
9a/9aacfb50.jpg,What is the pattern made of?,Mesh
9a/9aacfb50.jpg,What is the weave pattern of the mesh?,Diamond
9a/9aad6dae.jpg,What color is the rug?,Beige
9a/9aad6dae.jpg,"According to the given dimensions, what's the carpet's pile in inches?",One
9a/9aad8182.jpg,What color is the bag?,Brown
9a/9aad8182.jpg,What material is the bag made of?,Leather
9a/9aae20c6.jpg,How many chairs are there?,Six
9a/9aae20c6.jpg,What is the dominant material composition of the chair seats?,Upholstery
9a/9aae22eb.jpg,What is the color of the case?,Multicolored
9a/9aae22eb.jpg,What shape is the lower metallic feature?,Circular
9a/9aae432f.jpg,What is the brand name?,Presto
9a/9aae432f.jpg,What is the ply number of the toilet tissue?,Three
9a/9aaeadd4.jpg,What color is the backpack?,Black
9a/9aaeadd4.jpg,How many rectangular accessories can you count centered on the face of the bag?,Four
9a/9aaec6df.jpg,What material is the blanket made of?,Cotton
9a/9aaec6df.jpg,"According to the diagram of features, what is an antonym for itchy?",Tagless
9a/9aaf696b.jpg,What color is the second blanket from the bottom?,White
